OBG-0338-PLAC_OBG0338-WFP-RNA1,Escape,ARHGAP4
OBG0166_OBG0166-1-010,NA,ARHGAP4
OBG0068_OBG0068-2-021,Escape,ARHGAP4
OBG-0050-PLAC_OBG0050-HFP-RNA1,Escape,ARHGAP4
OBG-0026-PLAC_OBG0026-WFP-RNA1,Escape,ARHGAP4
OBG0115_OBG0115-1-010,Escape,ARHGAP4
OBG-0201-PLAC_OBG0201-BFP-RNA1,Escape,ARHGAP4
OBG0044_OBG0044-1-010,NA,ARHGAP4
OBG0133_OBG0133-1-020,NA,ARHGAP4
OBG-0188-PLAC_OBG0188-BFP-RNA2,Escape,ARHGAP4
OBG-0342-PLAC_OBG0342-WFP-RNA1,Escape,ARHGAP4
OBG-0188-PLAC_OBG0188-BFP-RNA1,NA,ARHGAP4
OBG-0338-PLAC_OBG0338-WFP-RNA2,Escape,ARHGAP4
OBG-0180-PLAC_OBG0180-AFP-RNA1,Escape,ARHGAP4
OBG0133_OBG0133-2-021,NA,ARHGAP4
OBG0178_OBG0178-1-020,Escape,ARHGAP4
OBG0166_OBG0166-2-011,NA,ARHGAP4
OBG0115_OBG0115-2-011,Escape,ARHGAP4
OBG-0205-PLAC_OBG0205-AFP-RNA1,Escape,ARHGAP4
OBG0178_OBG0178-2-021,Escape,ARHGAP4
OBG-0205-PLAC_OBG0205-AFP-RNA2,Inactivated,ARHGAP4
OBG-0030-PLAC_OBG0030-BFP-RNA2,Escape,ARHGAP4
OBG-0024-PLAC_OBG0024-WFP-RNA1,NA,ARHGAP4
OBG-0030-PLAC_OBG0030-BFP-RNA1,Escape,ARHGAP4
OBG-0180-PLAC_OBG0180-AFP-RNA2,Inactivated,ARHGAP4
OBG-0289-PLAC_OBG0289-BFP-RNA2,Escape,ARHGAP4
OBG-0050-PLAC_OBG0050-HFP-RNA2,Escape,ARHGAP4
OBG0068_OBG0068-1-020,Escape,ARHGAP4
OBG0044_OBG0044-2-011,NA,ARHGAP4
OBG-0026-PLAC_OBG0026-WFP-RNA2,Inactivated,ARHGAP4
OBG-0022-PLAC_OBG0022-WFP-RNA1,Escape,ARHGAP4
OBG-0028-PLAC_OBG0028-WFP-RNA2,Escape,ARHGAP4
OBG0170_OBG0170-2-021,NA,ARHGAP4
OBG0120_OBG0120-1-010,NA,ARHGAP4
OBG-0138-PLAC_OBG0138-AFP-RNA2,Inactivated,ARHGAP4
OBG-0024-PLAC_OBG0024-WFP-RNA2,Escape,ARHGAP4
OBG0174_OBG0174-1-020,NA,ARHGAP4
OBG-0201-PLAC_OBG0201-BFP-RNA2,Escape,ARHGAP4
OBG0174_OBG0174-2-011,NA,ARHGAP4
OBG-0138-PLAC_OBG0138-AFP-RNA1,Inactivated,ARHGAP4
OBG-0022-PLAC_OBG0022-WFP-RNA2,Escape,ARHGAP4
OBG0120_OBG0120-2-011,NA,ARHGAP4
OBG-0342-PLAC_OBG0342-WFP-RNA2,Escape,ARHGAP4
OBG0170_OBG0170-1-020,NA,ARHGAP4
OBG-0289-PLAC_OBG0289-BFP-RNA1,Escape,ARHGAP4
OBG-0028-PLAC_OBG0028-WFP-RNA1,Escape,ARHGAP4
OBG-0338-PLAC_OBG0338-WFP-RNA1,Escape,ASMTL-AS1
OBG0166_OBG0166-1-010,Escape,ASMTL-AS1
OBG0068_OBG0068-2-021,Escape,ASMTL-AS1
OBG-0050-PLAC_OBG0050-HFP-RNA1,NA,ASMTL-AS1
OBG-0026-PLAC_OBG0026-WFP-RNA1,Escape,ASMTL-AS1
OBG0115_OBG0115-1-010,Escape,ASMTL-AS1
OBG-0201-PLAC_OBG0201-BFP-RNA1,Escape,ASMTL-AS1
OBG0044_OBG0044-1-010,NA,ASMTL-AS1
OBG0133_OBG0133-1-020,Escape,ASMTL-AS1
OBG-0188-PLAC_OBG0188-BFP-RNA2,Escape,ASMTL-AS1
OBG-0342-PLAC_OBG0342-WFP-RNA1,Escape,ASMTL-AS1
OBG-0188-PLAC_OBG0188-BFP-RNA1,Inactivated,ASMTL-AS1
OBG-0338-PLAC_OBG0338-WFP-RNA2,Escape,ASMTL-AS1
OBG-0180-PLAC_OBG0180-AFP-RNA1,Escape,ASMTL-AS1
OBG0133_OBG0133-2-021,NA,ASMTL-AS1
OBG0178_OBG0178-1-020,Escape,ASMTL-AS1
OBG0166_OBG0166-2-011,Escape,ASMTL-AS1
OBG0115_OBG0115-2-011,Escape,ASMTL-AS1
OBG-0205-PLAC_OBG0205-AFP-RNA1,Escape,ASMTL-AS1
OBG0178_OBG0178-2-021,Escape,ASMTL-AS1
OBG-0205-PLAC_OBG0205-AFP-RNA2,Escape,ASMTL-AS1
OBG-0030-PLAC_OBG0030-BFP-RNA2,Escape,ASMTL-AS1
OBG-0024-PLAC_OBG0024-WFP-RNA1,NA,ASMTL-AS1
OBG-0030-PLAC_OBG0030-BFP-RNA1,Escape,ASMTL-AS1
OBG-0180-PLAC_OBG0180-AFP-RNA2,Escape,ASMTL-AS1
OBG-0289-PLAC_OBG0289-BFP-RNA2,Escape,ASMTL-AS1
OBG-0050-PLAC_OBG0050-HFP-RNA2,NA,ASMTL-AS1
OBG0068_OBG0068-1-020,Escape,ASMTL-AS1
OBG0044_OBG0044-2-011,NA,ASMTL-AS1
OBG-0026-PLAC_OBG0026-WFP-RNA2,Escape,ASMTL-AS1
OBG-0022-PLAC_OBG0022-WFP-RNA1,NA,ASMTL-AS1
OBG-0028-PLAC_OBG0028-WFP-RNA2,Escape,ASMTL-AS1
OBG0170_OBG0170-2-021,NA,ASMTL-AS1
OBG0120_OBG0120-1-010,Escape,ASMTL-AS1
OBG-0138-PLAC_OBG0138-AFP-RNA2,Escape,ASMTL-AS1
OBG-0024-PLAC_OBG0024-WFP-RNA2,NA,ASMTL-AS1
OBG0174_OBG0174-1-020,NA,ASMTL-AS1
OBG-0201-PLAC_OBG0201-BFP-RNA2,Escape,ASMTL-AS1
OBG0174_OBG0174-2-011,Escape,ASMTL-AS1
OBG-0138-PLAC_OBG0138-AFP-RNA1,Escape,ASMTL-AS1
OBG-0022-PLAC_OBG0022-WFP-RNA2,NA,ASMTL-AS1
OBG0120_OBG0120-2-011,Escape,ASMTL-AS1
OBG-0342-PLAC_OBG0342-WFP-RNA2,Inactivated,ASMTL-AS1
OBG0170_OBG0170-1-020,NA,ASMTL-AS1
OBG-0289-PLAC_OBG0289-BFP-RNA1,Escape,ASMTL-AS1
OBG-0028-PLAC_OBG0028-WFP-RNA1,Inactivated,ASMTL-AS1
OBG-0338-PLAC_OBG0338-WFP-RNA1,NA,SLC25A6
OBG0166_OBG0166-1-010,NA,SLC25A6
OBG0068_OBG0068-2-021,NA,SLC25A6
OBG-0050-PLAC_OBG0050-HFP-RNA1,Escape,SLC25A6
